-----NEW TEST-------
frequency:    1.777800 Hz
start time    233541 ms
stop time     239165 ms
Sample Prd    2 ms
Number Cylces 10 
N_sample,fluidInVoltage,fluidOutVoltage,pressureCommanded,pressureError,pressure
1,0,250,93.27,-337.73,431
2,0,250,92.65,-330.35,423
3,0,250,92.13,-330.87,423
4,0,250,91.70,-334.30,426
5,0,250,91.38,-327.62,419
6,0,250,91.15,-327.85,419
7,0,250,91.03,-326.97,418
8,0,250,91.00,-322.00,413
9,0,250,91.08,-322.92,414
10,0,250,91.25,-322.75,414
11,0,250,91.53,-319.47,411
12,0,250,91.90,-318.10,410
13,0,250,92.37,-318.63,411
14,0,250,92.95,-315.05,408
15,0,250,93.62,-311.38,405
16,0,250,94.39,-311.61,406
17,0,250,95.26,-310.74,406
18,0,250,96.22,-308.78,405
19,0,250,97.29,-307.71,405
20,0,250,98.45,-307.55,406
21,0,250,99.70,-303.30,403
22,0,250,101.05,-298.95,400
23,0,250,102.50,-297.50,400
24,0,250,104.04,-295.96,400
25,0,250,105.67,-295.33,401
26,0,250,107.40,-284.60,392
27,0,250,109.22,-281.78,391
28,0,250,111.13,-284.87,396
29,0,250,113.12,-278.88,392
30,0,250,115.21,-276.79,392
31,0,250,117.39,-269.61,387
32,0,250,119.65,-266.35,386
33,0,250,122.00,-262.00,384
34,0,250,124.43,-256.57,381
35,0,250,126.94,-257.06,384
36,0,250,129.54,-249.46,379
37,0,250,132.22,-246.78,379
38,0,250,134.97,-246.03,381
39,0,250,137.81,-238.19,376
40,0,250,140.72,-235.28,376
41,0,250,143.70,-231.30,375
42,0,250,146.76,-225.24,372
43,0,250,149.89,-224.11,374
44,0,250,153.10,-216.90,370
45,0,250,156.37,-216.63,373
46,0,250,159.71,-208.29,368
47,0,250,163.11,-204.89,368
48,0,250,166.58,-194.42,361
49,0,250,170.11,-196.89,367
50,0,250,173.70,-187.30,361
51,0,250,177.34,-182.66,360
52,0,250,181.05,-182.95,364
53,0,250,184.81,-177.19,362
54,0,250,188.62,-168.38,357
55,0,250,192.49,-165.51,358
56,0,250,196.40,-155.60,352
57,0,250,200.36,-152.64,353
58,0,250,204.37,-147.63,352
59,0,250,208.42,-140.58,349
60,0,250,212.51,-136.49,349
61,0,250,216.64,-132.36,349
62,0,250,220.80,-128.20,349
63,0,250,225.00,-124.00,349
64,0,250,229.24,-119.76,349
65,0,250,233.50,-111.50,345
66,0,250,237.80,-109.20,347
67,0,250,242.12,-99.88,342
68,0,250,246.46,-97.54,344
69,0,250,250.83,-92.17,343
70,0,250,255.22,-85.78,341
