-----NEW TEST-------
frequency:    2.388900 Hz
start time    246103 ms
stop time     250289 ms
Sample Prd    2 ms
Number Cylces 10 
N_sample,fluidInVoltage,fluidOutVoltage,pressureCommanded,pressureError,pressure
500,0,250,185.04,-162.96,348
501,0,250,180.00,-166.00,346
502,0,250,175.05,-171.95,347
503,0,250,170.21,-175.79,346
504,0,250,165.48,-176.52,342
505,0,250,160.87,-184.13,345
506,0,250,156.37,-185.63,342
507,0,250,151.99,-192.01,344
508,0,250,147.73,-194.27,342
509,0,250,143.61,-198.39,342
510,0,250,139.62,-201.38,341
511,0,250,135.76,-203.24,339
512,0,250,132.05,-206.95,339
513,0,250,128.48,-210.52,339
514,0,250,125.05,-209.95,335
515,0,250,121.78,-215.22,337
516,0,250,118.65,-215.35,334
517,0,250,115.68,-215.32,331
518,0,250,112.87,-219.13,332
519,0,250,110.22,-222.78,333
520,0,250,107.74,-219.26,327
521,0,250,105.42,-224.58,330
522,0,250,103.26,-219.74,323
523,0,250,101.28,-221.72,323
524,0,250,99.46,-221.54,321
525,0,250,97.82,-221.18,319
526,0,250,96.35,-222.65,319
527,0,250,95.06,-222.94,318
528,0,250,93.95,-224.05,318
529,0,250,93.01,-223.99,317
530,0,250,92.25,-223.75,316
531,0,250,91.67,-224.33,316
532,0,250,91.27,-222.73,314
533,0,250,91.05,-222.95,314
534,0,250,91.01,-221.99,313
535,0,250,91.15,-223.85,315
536,0,250,91.47,-219.53,311
537,0,250,91.97,-217.03,309
538,0,250,92.64,-216.36,309
539,0,250,93.50,-217.50,311
540,0,250,94.54,-213.46,308
541,0,250,95.75,-211.25,307
542,0,250,97.14,-209.86,307
543,0,250,98.70,-204.30,303
544,0,250,100.44,-201.56,302
545,0,250,102.35,-200.65,303
546,0,250,104.43,-198.57,303
547,0,250,106.67,-194.33,301
548,0,250,109.08,-189.92,299
549,0,250,111.66,-185.34,297
550,0,250,114.40,-182.60,297
551,0,250,117.30,-177.70,295
552,0,250,120.35,-180.65,301
553,0,250,123.56,-169.44,293
554,0,250,126.92,-164.08,291
555,0,250,130.42,-160.58,291
556,0,250,134.07,-157.93,292
557,0,250,137.87,-151.13,289
558,0,250,141.80,-147.20,289
559,0,250,145.86,-142.14,288
560,0,250,150.06,-135.94,286
561,0,250,154.38,-134.62,289
562,0,250,158.83,-128.17,287
563,0,250,163.39,-122.61,286
564,0,250,168.07,-119.93,288
565,0,250,172.86,-111.14,284
566,0,250,177.76,-108.24,286
567,0,250,182.76,-102.24,285
568,0,250,187.85,-95.15,283
569,0,250,193.04,-88.96,282
570,0,250,198.32,-83.68,282
571,0,250,203.68,-78.32,282
572,0,250,209.12,-71.88,281
573,0,250,214.64,-66.36,281
574,0,250,220.22,-59.78,280
575,0,250,225.87,-53.13,279
576,0,250,231.57,-47.43,279
577,0,250,237.33,-43.67,281
578,0,250,243.14,-36.86,280
579,0,250,248.99,-30.01,279
580,0,201,254.88,-20.12,275
581,0,172,260.80,-17.20,278
582,0,72,266.74,-7.26,274
583,0,52,272.71,-5.29,278
584,26,0,278.70,2.70,276
585,66,0,284.70,6.70,278
586,156,0,290.70,15.70,275
587,207,0,296.70,20.70,276
588,250,0,302.70,25.70,277
589,250,0,308.69,34.69,274
590,250,0,314.66,37.66,277
591,250,0,320.61,42.61,278
592,250,0,326.53,44.53,282
593,250,0,332.43,49.43,283
594,250,0,338.28,56.28,282
595,250,0,344.09,58.09,286
596,250,0,349.86,63.86,286
597,250,0,355.57,66.57,289
598,250,0,361.22,72.22,289
599,250,0,366.81,76.81,290
600,250,0,372.33,78.33,294
601,250,0,377.78,77.78,300
602,250,0,383.15,81.15,302
603,250,0,388.43,84.43,304
604,250,0,393.63,88.63,305
605,250,0,398.74,92.74,306
606,250,0,403.75,96.75,307
607,250,0,408.65,100.65,308
608,250,0,413.46,102.46,311
609,250,0,418.15,104.15,314
610,250,0,422.72,108.72,314
611,250,0,427.18,111.18,316
612,250,0,431.52,113.52,318
613,250,0,435.72,116.72,319
614,250,0,439.80,118.80,321
615,250,0,443.75,119.75,324
616,250,0,447.55,121.55,326
617,250,0,451.22,122.22,329
618,250,0,454.74,121.74,333
619,250,0,458.11,124.11,334
620,250,0,461.34,125.34,336
621,250,0,464.40,124.40,340
622,250,0,467.32,126.32,341
623,250,0,470.07,131.07,339
624,250,0,472.66,129.66,343
625,250,0,475.09,133.09,342
626,250,0,477.36,135.36,342
627,250,0,479.45,133.45,346
628,250,0,481.38,134.38,347
629,250,0,483.13,136.13,347
630,250,0,484.71,136.71,348
631,250,0,486.12,138.12,348
632,250,0,487.35,137.35,350
633,250,0,488.40,138.40,350
634,250,0,489.28,136.28,353
635,250,0,489.97,136.97,353
636,250,0,490.49,135.49,355
637,250,0,490.83,133.83,357
638,250,0,490.99,130.99,360
639,250,0,490.96,127.96,363
640,250,0,490.76,130.76,360
641,250,0,490.38,125.38,365
642,250,0,489.82,122.82,367
643,250,0,489.08,120.08,369
644,250,0,488.16,118.16,370
645,250,0,487.06,116.06,371
646,250,0,485.78,112.78,373
647,250,0,484.33,111.33,373
648,250,0,482.71,108.71,374
649,250,0,480.91,105.91,375
650,250,0,478.94,104.94,374
651,250,0,476.81,98.81,378
652,250,0,474.50,96.50,378
653,250,0,472.03,93.03,379
654,250,0,469.40,90.40,379
655,250,0,466.60,85.60,381
656,250,0,463.65,79.65,384
657,250,0,460.54,78.54,382
658,250,0,457.28,72.28,385
659,250,0,453.87,67.87,386
660,250,0,450.32,57.32,393
661,250,0,446.61,54.61,392
