-----NEW TEST-------
frequency:    2.083300 Hz
start time    240234 ms
stop time     245034 ms
Sample Prd    2 ms
Number Cylces 10 
N_sample,fluidInVoltage,fluidOutVoltage,pressureCommanded,pressureError,pressure
1,0,250,142.20,-201.80,344
2,0,250,145.75,-199.25,345
3,0,250,149.39,-193.61,343
4,0,250,153.14,-192.86,346
5,0,250,156.98,-184.02,341
6,0,250,160.91,-182.09,343
7,0,250,164.93,-175.07,340
8,0,250,169.04,-168.96,338
9,0,250,173.23,-167.77,341
10,0,250,177.50,-163.50,341
11,0,250,181.85,-156.15,338
12,0,250,186.28,-151.72,338
13,0,250,190.77,-147.23,338
14,0,250,195.34,-142.66,338
15,0,250,199.97,-132.03,332
16,0,250,204.66,-130.34,335
17,0,250,209.41,-123.59,333
18,0,250,214.22,-115.78,330
19,0,250,219.08,-111.92,331
20,0,250,223.99,-99.01,323
21,0,250,228.95,-96.05,325
22,0,250,233.95,-89.05,323
23,0,250,238.98,-82.02,321
24,0,250,244.06,-78.94,323
25,0,250,249.16,-67.84,317
26,0,250,254.30,-64.70,319
27,0,250,259.45,-57.55,317
28,0,250,264.64,-51.36,316
29,0,250,269.83,-46.17,316
30,0,250,275.05,-40.95,316
31,0,250,280.27,-35.73,316
32,0,250,285.50,-27.50,313
33,0,232,290.74,-23.26,314
34,0,140,295.97,-14.03,310
35,0,107,301.21,-10.79,312
36,0,45,306.43,-4.57,311
37,16,0,311.65,1.65,310
38,48,0,316.85,4.85,312
39,110,0,322.03,11.03,311
40,161,0,327.19,16.19,311
41,213,0,332.33,21.33,311
42,250,0,337.43,27.43,310
43,250,0,342.51,29.51,313
44,250,0,347.55,33.55,314
45,250,0,352.55,36.55,316
46,250,0,357.51,42.51,315
47,250,0,362.43,42.43,320
48,250,0,367.29,47.29,320
49,250,0,372.11,51.11,321
50,250,0,376.87,52.87,324
51,250,0,381.56,52.56,329
52,250,0,386.20,57.20,329
53,250,0,390.77,55.77,335
54,250,0,395.28,61.28,334
55,250,0,399.71,65.71,334
56,250,0,404.07,66.07,338
57,250,0,408.35,67.35,341
58,250,0,412.54,69.54,343
59,250,0,416.66,76.66,340
60,250,0,420.69,77.69,343
61,250,0,424.63,81.63,343
62,250,0,428.48,82.48,346
63,250,0,432.24,87.24,345
64,250,0,435.89,85.89,350
65,250,0,439.45,88.45,351
66,250,0,442.91,91.91,351
67,250,0,446.26,94.26,352
68,250,0,449.51,96.51,353
69,250,0,452.65,97.65,355
70,250,0,455.68,100.68,355
71,250,0,458.59,98.59,360
72,250,0,461.39,99.39,362
73,250,0,464.07,98.07,366
74,250,0,466.64,100.64,366
75,250,0,469.08,101.08,368
76,250,0,471.40,103.40,368
77,250,0,473.60,101.60,372
78,250,0,475.68,106.68,369
79,250,0,477.62,105.62,372
80,250,0,479.44,105.44,374
81,250,0,481.13,105.13,376
82,250,0,482.69,107.69,375
83,250,0,484.12,105.12,379
84,250,0,485.41,107.41,378
85,250,0,486.57,107.57,379
86,250,0,487.60,106.60,381
87,250,0,488.50,105.50,383
88,250,0,489.25,109.25,380
89,250,0,489.88,106.88,383
90,250,0,490.36,106.36,384
91,250,0,490.71,105.71,385
92,250,0,490.92,100.92,390
93,250,0,491.00,99.00,392
94,250,0,490.94,95.94,395
95,250,0,490.74,92.74,398
96,250,0,490.40,94.40,396
97,250,0,489.93,89.93,400
98,250,0,489.32,91.32,398
99,250,0,488.58,86.58,402
100,250,0,487.70,84.70,403
101,250,0,486.68,82.68,404
102,250,0,485.53,81.53,404
103,250,0,484.25,81.25,403
104,250,0,482.84,78.84,404
105,250,0,481.29,75.29,406
106,250,0,479.62,74.62,405
107,250,0,477.81,72.81,405
108,250,0,475.88,68.88,407
109,250,0,473.82,65.82,408
110,250,0,471.63,61.63,410
111,250,0,469.32,60.32,409
112,250,0,466.89,54.89,412
113,250,0,464.34,52.34,412
114,250,0,461.66,49.66,412
115,250,0,458.88,44.88,414
116,250,0,455.97,40.97,415
117,250,0,452.96,38.96,414
118,250,0,449.83,33.83,416
119,250,0,446.59,26.59,420
120,222,0,443.25,22.25,421
121,218,0,439.80,21.80,418
122,152,0,436.25,15.25,421
123,86,0,432.61,8.61,424
124,68,0,428.86,6.86,422
125,0,29,425.02,-2.98,428
126,0,19,421.09,-1.91,423
127,0,99,417.07,-9.93,427
128,0,120,412.96,-12.04,425
129,0,142,408.77,-14.23,423
130,0,225,404.50,-22.50,427
131,0,228,400.15,-22.85,423
132,0,232,395.72,-23.28,419
133,0,250,391.23,-28.77,420
134,0,250,386.66,-32.34,419
135,0,250,382.03,-31.97,414
136,0,250,377.34,-36.66,414
137,0,250,372.59,-41.41,414
138,0,250,367.78,-43.22,411
139,0,250,362.92,-48.08,411
140,0,250,358.01,-53.99,412
141,0,250,353.05,-57.95,411
142,0,250,348.05,-57.95,406
143,0,250,343.02,-63.98,407
144,0,250,337.94,-68.06,406
145,0,250,332.84,-71.16,404
146,0,250,327.70,-77.30,405
147,0,250,322.55,-82.45,405
148,0,250,317.36,-83.64,401
149,0,250,312.17,-88.83,401
150,0,250,306.95,-91.05,398
151,0,250,301.73,-98.27,400
152,0,250,296.50,-100.50,397
153,0,250,291.26,-99.74,391
154,0,250,286.03,-103.97,390
155,0,250,280.79,-108.21,389
156,0,250,275.57,-111.43,387
157,0,250,270.35,-115.65,386
158,0,250,265.15,-117.85,383
159,0,250,259.97,-122.03,382
160,0,250,254.81,-130.19,385
161,0,250,249.67,-130.33,380
162,0,250,244.57,-135.43,380
163,0,250,239.49,-138.51,378
164,0,250,234.45,-140.55,375
165,0,250,229.45,-145.55,375
166,0,250,224.49,-150.51,375
167,0,250,219.57,-154.43,374
168,0,250,214.71,-157.29,372
169,0,250,209.89,-159.11,369
170,0,250,205.13,-163.87,369
171,0,250,200.44,-167.56,368
172,0,250,195.80,-175.20,371
173,0,250,191.23,-176.77,368
174,0,250,186.72,-175.28,362
175,0,250,182.29,-182.71,365
176,0,250,177.93,-183.07,361
177,0,250,173.65,-185.35,359
178,0,250,169.46,-192.54,362
179,0,250,165.34,-192.66,358
180,0,250,161.31,-195.69,357
181,0,250,157.37,-194.63,352
182,0,250,153.52,-201.48,355
183,0,250,149.76,-201.24,351
184,0,250,146.11,-204.89,351
185,0,250,142.55,-207.45,350
186,0,250,139.09,-211.91,351
187,0,250,135.74,-212.26,348
188,0,250,132.49,-215.51,348
189,0,250,129.35,-217.65,347
190,0,250,126.32,-220.68,347
191,0,250,123.41,-221.59,345
192,0,250,120.61,-226.39,347
193,0,250,117.93,-226.07,344
194,0,250,115.36,-228.64,344
195,0,250,112.92,-230.08,343
196,0,250,110.60,-234.40,345
197,0,250,108.40,-232.60,341
198,0,250,106.32,-232.68,339
199,0,250,104.38,-235.62,340
200,0,250,102.56,-237.44,340
201,0,250,100.87,-237.13,338
202,0,250,99.31,-240.69,340
203,0,250,97.88,-239.12,337
204,0,250,96.59,-242.41,339
205,0,250,95.43,-238.57,334
206,0,250,94.40,-233.60,328
207,0,250,93.50,-241.50,335
208,0,250,92.75,-233.25,326
209,0,250,92.12,-241.88,334
210,0,250,91.64,-240.36,332
211,0,250,91.29,-236.71,328
212,0,250,91.08,-234.92,326
213,0,250,91.00,-233.00,324
214,0,250,91.06,-229.94,321
215,0,250,91.26,-232.74,324
216,0,250,91.60,-228.40,320
217,0,250,92.07,-228.93,321
218,0,250,92.68,-227.32,320
219,0,250,93.42,-226.58,320
220,0,250,94.30,-223.70,318
221,0,250,95.32,-220.68,316
222,0,250,96.47,-220.53,317
223,0,250,97.75,-215.25,313
224,0,250,99.16,-214.84,314
225,0,250,100.71,-214.29,315
226,0,250,102.38,-210.62,313
227,0,250,104.19,-207.81,312
228,0,250,106.12,-205.88,312
229,0,250,108.18,-202.82,311
230,0,250,110.37,-198.63,309
231,0,250,112.68,-197.32,310
232,0,250,115.11,-194.89,310
233,0,250,117.66,-188.34,306
234,0,250,120.34,-182.66,303
235,0,250,123.12,-184.88,308
236,0,250,126.03,-177.97,304
237,0,250,129.04,-175.96,305
238,0,250,132.17,-171.83,304
239,0,250,135.41,-162.59,298
240,0,250,138.75,-163.25,302
241,0,250,142.20,-153.80,296
242,0,250,145.75,-157.25,303
243,0,250,149.39,-149.61,299
244,0,250,153.14,-146.86,300
245,0,250,156.98,-137.02,294
246,0,250,160.91,-131.09,292
247,0,250,164.93,-125.07,290
248,0,250,169.04,-121.96,291
249,0,250,173.23,-115.77,289
250,0,250,177.50,-111.50,289
251,0,250,181.85,-107.15,289
252,0,250,186.28,-101.72,288
253,0,250,190.77,-97.23,288
254,0,250,195.34,-93.66,289
255,0,250,199.97,-88.03,288
256,0,250,204.66,-82.34,287
257,0,250,209.41,-76.59,286
258,0,250,214.22,-72.78,287
259,0,250,219.08,-64.92,284
260,0,250,223.99,-60.01,284
261,0,250,228.95,-53.05,282
262,0,250,233.95,-48.05,282
263,0,250,238.98,-43.02,282
264,0,250,244.06,-35.94,280
265,0,250,249.16,-30.84,280
266,0,250,254.30,-26.70,281
267,0,185,259.45,-18.55,278
268,0,153,264.64,-15.36,280
269,0,91,269.83,-9.17,279
270,0,9,275.05,-0.95,276
271,32,0,280.27,3.27,277
272,55,0,285.50,5.50,280
273,117,0,290.74,11.74,279
274,129,0,295.97,12.97,283
275,222,0,301.21,22.21,279
276,250,0,306.43,27.43,279
277,250,0,311.65,31.65,280
278,250,0,316.85,36.85,280
279,250,0,322.03,41.03,281
280,250,0,327.19,45.19,282
281,250,0,332.33,45.33,287
282,250,0,337.43,51.43,286
283,250,0,342.51,56.51,286
284,250,0,347.55,60.55,287
285,250,0,352.55,61.55,291
286,250,0,357.51,65.51,292
287,250,0,362.43,63.43,299
288,250,0,367.29,70.29,297
289,250,0,372.11,76.11,296
290,250,0,376.87,74.87,302
291,250,0,381.56,74.56,307
292,250,0,386.20,76.20,310
293,250,0,390.77,79.77,311
294,250,0,395.28,87.28,308
295,250,0,399.71,87.71,312
296,250,0,404.07,91.07,313
297,250,0,408.35,93.35,315
298,250,0,412.54,95.54,317
299,250,0,416.66,97.66,319
300,250,0,420.69,100.69,320
301,250,0,424.63,104.63,320
302,250,0,428.48,106.48,322
303,250,0,432.24,101.24,331
304,250,0,435.89,106.89,329
305,250,0,439.45,109.45,330
306,250,0,442.91,107.91,335
307,250,0,446.26,111.26,335
308,250,0,449.51,111.51,338
309,250,0,452.65,114.65,338
310,250,0,455.68,117.68,338
311,250,0,458.59,116.59,342
312,250,0,461.39,119.39,342
313,250,0,464.07,123.07,341
314,250,0,466.64,123.64,343
315,250,0,469.08,125.08,344
316,250,0,471.40,125.40,346
317,250,0,473.60,126.60,347
318,250,0,475.68,128.68,347
319,250,0,477.62,128.62,349
320,250,0,479.44,131.44,348
321,250,0,481.13,132.13,349
322,250,0,482.69,130.69,352
323,250,0,484.12,128.12,356
324,250,0,485.41,131.41,354
325,250,0,486.57,130.57,356
326,250,0,487.60,128.60,359
327,250,0,488.50,126.50,362
328,250,0,489.25,123.25,366
329,250,0,489.88,124.88,365
330,250,0,490.36,125.36,365
