-----NEW TEST-------
frequency:    2.694400 Hz
start time    251393 ms
stop time     255104 ms
Sample Prd    2 ms
Number Cylces 10 
N_sample,fluidInVoltage,fluidOutVoltage,pressureCommanded,pressureError,pressure
1,0,250,153.55,-137.45,291
2,0,250,148.71,-142.29,291
3,0,250,144.04,-144.96,289
4,0,250,139.53,-150.47,290
5,0,250,135.19,-153.81,289
6,0,250,131.04,-156.96,288
7,0,250,127.06,-157.94,285
8,0,250,123.28,-160.72,284
9,0,250,119.69,-165.31,285
10,0,250,116.29,-169.71,286
11,0,250,113.10,-169.90,283
12,0,250,110.10,-172.90,283
13,0,250,107.32,-173.68,281
14,0,250,104.75,-176.25,281
15,0,250,102.39,-180.61,283
16,0,250,100.24,-181.76,282
17,0,250,98.32,-181.68,280
18,0,250,96.61,-180.39,277
19,0,250,95.13,-183.87,279
20,0,250,93.87,-184.13,278
21,0,250,92.84,-185.16,278
22,0,250,92.04,-185.96,278
23,0,250,91.46,-185.54,277
24,0,250,91.12,-186.88,278
25,0,250,91.00,-183.00,274
26,0,250,91.11,-186.89,278
27,0,250,91.45,-183.55,275
28,0,250,92.02,-181.98,274
29,0,250,92.82,-179.18,272
30,0,250,93.85,-180.15,274
31,0,250,95.10,-175.90,271
32,0,250,96.57,-174.43,271
33,0,250,98.27,-166.73,265
34,0,250,100.19,-171.81,272
35,0,250,102.33,-160.67,263
36,0,250,104.68,-160.32,265
37,0,250,107.25,-160.75,268
38,0,250,110.03,-158.97,269
39,0,250,113.02,-148.98,262
40,0,250,116.21,-144.79,261
41,0,250,119.60,-140.40,260
42,0,250,123.19,-135.81,259
43,0,250,126.97,-133.03,260
44,0,250,130.94,-127.06,258
45,0,250,135.09,-121.91,257
46,0,250,139.42,-119.58,259
47,0,250,143.92,-113.08,257
48,0,250,148.59,-106.41,255
49,0,250,153.43,-101.57,255
50,0,250,158.42,-94.58,253
51,0,250,163.57,-89.43,253
52,0,250,168.86,-84.14,253
53,0,250,174.29,-76.71,251
54,0,250,179.86,-68.14,248
55,0,250,185.55,-65.45,251
56,0,250,191.37,-55.63,247
57,0,250,197.30,-51.70,249
58,0,250,203.33,-42.67,246
59,0,250,209.47,-39.53,249
60,0,250,215.70,-30.30,246
61,0,239,222.01,-23.99,246
62,0,205,228.41,-20.59,249
63,0,121,234.88,-12.12,247
64,0,5,241.41,-0.59,242
65,9,0,247.99,0.99,247
66,56,0,254.63,5.63,249
67,173,0,261.31,17.31,244
68,220,0,268.02,22.02,246
69,250,0,274.76,27.76,247
70,250,0,281.52,35.52,246
71,250,0,288.29,38.29,250
72,250,0,295.06,44.06,251
73,250,0,301.83,50.83,251
74,250,0,308.59,54.59,254
75,250,0,315.32,59.32,256
76,250,0,322.03,66.03,256
77,250,0,328.70,69.70,259
78,250,0,335.33,72.33,263
79,250,0,341.90,78.90,263
80,250,0,348.42,78.42,270
81,250,0,354.88,81.88,273
82,250,0,361.26,87.26,274
83,250,0,367.56,90.56,277
84,250,0,373.77,94.77,279
85,250,0,379.88,100.88,279
86,250,0,385.90,105.90,280
87,250,0,391.81,110.81,281
88,250,0,397.60,114.60,283
89,250,0,403.26,120.26,283
90,250,0,408.80,122.80,286
91,250,0,414.21,126.21,288
92,250,0,419.47,130.47,289
93,250,0,424.59,132.59,292
94,250,0,429.55,138.55,291
95,250,0,434.35,140.35,294
96,250,0,438.99,141.99,297
97,250,0,443.46,140.46,303
98,250,0,447.76,143.76,304
99,250,0,451.87,146.87,305
100,250,0,455.80,146.80,309
101,250,0,459.55,151.55,308
102,250,0,463.09,154.09,309
103,250,0,466.45,154.45,312
104,250,0,469.60,153.60,316
105,250,0,472.54,157.54,315
106,250,0,475.28,159.28,316
107,250,0,477.80,160.80,317
108,250,0,480.12,160.12,320
109,250,0,482.21,163.21,319
110,250,0,484.09,162.09,322
111,250,0,485.74,160.74,325
112,250,0,487.17,160.17,327
113,250,0,488.38,160.38,328
114,250,0,489.36,154.36,335
115,250,0,490.11,155.11,335
116,250,0,490.63,151.63,339
117,250,0,490.93,153.93,337
118,250,0,490.99,151.99,339
119,250,0,490.83,150.83,340
120,250,0,490.44,150.44,340
121,250,0,489.82,147.82,342
122,250,0,488.97,146.97,342
123,250,0,487.89,144.89,343
124,250,0,486.59,141.59,345
125,250,0,485.06,139.06,346
126,250,0,483.32,136.32,347
127,250,0,481.35,132.35,349
128,250,0,479.16,132.16,347
129,250,0,476.76,127.76,349
130,250,0,474.14,124.14,350
131,250,0,471.31,121.31,350
132,250,0,468.28,117.28,351
133,250,0,465.05,110.05,355
134,250,0,461.61,105.61,356
135,250,0,457.98,100.98,357
136,250,0,454.16,91.16,363
137,250,0,450.15,88.15,362
138,250,0,445.95,81.95,364
139,250,0,441.58,76.58,365
140,250,0,437.04,70.04,367
141,250,0,432.33,61.33,371
142,250,0,427.46,58.46,369
143,250,0,422.43,52.43,370
144,250,0,417.25,47.25,370
145,250,0,411.93,38.93,373
146,250,0,406.47,31.47,375
147,250,0,400.87,25.87,375
148,181,0,395.15,18.15,377
149,133,0,389.31,13.31,376
150,23,0,383.36,2.36,381
151,0,17,377.30,-1.70,379
152,0,68,371.14,-6.86,378
153,0,141,364.89,-14.11,379
154,0,194,358.55,-19.45,378
155,0,248,352.14,-24.86,377
156,0,250,345.66,-32.34,378
157,0,250,339.12,-37.88,377
158,0,250,332.52,-43.48,376
159,0,250,325.87,-47.13,373
160,0,250,319.18,-55.82,375
161,0,250,312.46,-60.54,373
162,0,250,305.72,-65.28,371
163,0,250,298.96,-73.04,372
164,0,250,292.19,-69.81,362
165,0,250,285.41,-77.59,363
166,0,250,278.65,-85.35,364
167,0,250,271.90,-89.10,361
168,0,250,265.17,-92.83,358
169,0,250,258.47,-99.53,358
170,0,250,251.81,-105.19,357
171,0,250,245.19,-107.81,353
172,0,250,238.62,-111.38,350
173,0,250,232.12,-119.88,352
174,0,250,225.68,-125.32,351
175,0,250,219.32,-128.68,348
176,0,250,213.04,-131.96,345
177,0,250,206.85,-139.15,346
178,0,250,200.75,-142.25,343
179,0,250,194.76,-149.24,344
180,0,250,188.88,-153.12,342
181,0,250,183.12,-158.88,342
182,0,250,177.48,-165.52,343
183,0,250,171.97,-169.03,341
184,0,250,166.60,-172.40,339
185,0,250,161.36,-177.64,339
186,0,250,156.28,-180.72,337
187,0,250,151.36,-184.64,336
188,0,250,146.59,-187.41,334
189,0,250,141.99,-193.01,335
190,0,250,137.56,-194.44,332
191,0,250,133.30,-198.70,332
192,0,250,129.23,-196.77,326
193,0,250,125.34,-196.66,322
194,0,250,121.64,-199.36,321
195,0,250,118.13,-203.87,322
196,0,250,114.83,-205.17,320
197,0,250,111.72,-207.28,319
198,0,250,108.83,-210.17,319
199,0,250,106.14,-213.86,320
200,0,250,103.66,-213.34,317
201,0,250,101.39,-212.61,314
202,0,250,99.35,-212.65,312
203,0,250,97.52,-217.48,315
204,0,250,95.92,-214.08,310
205,0,250,94.54,-215.46,310
206,0,250,93.38,-216.62,310
207,0,250,92.45,-218.55,311
208,0,250,91.75,-217.25,309
209,0,250,91.28,-213.72,305
210,0,250,91.04,-213.96,305
211,0,250,91.02,-214.98,306
212,0,250,91.24,-213.76,305
213,0,250,91.68,-205.32,297
214,0,250,92.35,-210.65,303
215,0,250,93.25,-211.75,305
216,0,250,94.38,-210.62,305
217,0,250,95.73,-205.27,301
218,0,250,97.31,-199.69,297
219,0,250,99.11,-200.89,300
220,0,250,101.13,-193.87,295
221,0,250,103.36,-186.64,290
222,0,250,105.81,-187.19,293
223,0,250,108.48,-183.52,292
224,0,250,111.35,-179.65,291
225,0,250,114.43,-173.57,288
226,0,250,117.71,-170.29,288
