-----NEW TEST-------
frequency:    1.472200 Hz
start time    225656 ms
stop time     232448 ms
Sample Prd    2 ms
Number Cylces 10 
N_sample,fluidInVoltage,fluidOutVoltage,pressureCommanded,pressureError,pressure
1,0,250,100.41,-113.59,214
2,0,250,101.57,-115.43,217
3,0,250,102.79,-112.21,215
4,0,250,104.07,-107.93,212
5,0,250,105.42,-106.58,212
6,0,250,106.83,-103.17,210
7,0,250,108.31,-101.69,210
8,0,250,109.84,-101.16,211
9,0,250,111.44,-98.56,210
10,0,250,113.10,-93.90,207
11,0,250,114.82,-86.18,201
12,0,250,116.60,-85.40,202
13,0,250,118.45,-88.55,207
14,0,250,120.35,-86.65,207
15,0,250,122.31,-84.69,207
16,0,250,124.32,-72.68,197
17,0,250,126.40,-71.60,198
18,0,250,128.53,-71.47,200
19,0,250,130.71,-65.29,196
20,0,250,132.95,-63.05,196
21,0,250,135.25,-59.75,195
22,0,250,137.59,-58.41,196
23,0,250,139.99,-55.01,195
24,0,250,142.45,-51.55,194
25,0,250,144.95,-50.05,195
26,0,250,147.50,-44.50,192
27,0,250,150.10,-41.90,192
28,0,250,152.75,-41.25,194
29,0,250,155.45,-37.55,193
30,0,250,158.19,-34.81,193
31,0,250,160.98,-30.02,191
32,0,250,163.82,-28.18,192
33,0,243,166.70,-24.30,191
34,0,193,169.62,-19.38,189
35,0,154,172.58,-15.42,188
36,0,134,175.58,-13.42,189
37,0,83,178.62,-8.38,187
38,0,42,181.70,-4.30,186
39,0,11,184.82,-1.18,186
40,9,0,187.97,0.97,187
41,41,0,191.16,4.16,187
42,53,0,194.38,5.38,189
43,106,0,197.64,10.64,187
44,119,0,200.93,11.93,189
45,142,0,204.25,14.25,190
46,185,0,207.60,18.60,189
47,219,0,210.97,21.97,189
48,233,0,214.38,23.38,191
49,250,0,217.81,27.81,190
50,250,0,221.26,31.26,190
51,250,0,224.74,31.74,193
52,250,0,228.25,30.25,198
53,250,0,231.77,31.77,200
54,250,0,235.32,30.32,205
55,250,0,238.88,38.88,200
56,250,0,242.46,33.46,209
57,250,0,246.06,33.06,213
58,250,0,249.67,37.67,212
59,250,0,253.30,36.30,217
60,250,0,256.94,39.94,217
61,250,0,260.59,42.59,218
62,250,0,264.25,43.25,221
63,250,0,267.92,47.92,220
64,250,0,271.60,50.60,221
65,250,0,275.29,51.29,224
66,250,0,278.98,53.98,225
67,250,0,282.68,56.68,226
68,250,0,286.38,58.38,228
69,250,0,290.07,59.07,231
70,250,0,293.78,54.78,239
71,250,0,297.47,57.47,240
72,250,0,301.17,62.17,239
73,250,0,304.87,61.87,243
74,250,0,308.55,63.55,245
75,250,0,312.24,68.24,244
76,250,0,315.91,66.91,249
77,250,0,319.58,66.58,253
78,250,0,323.24,71.24,252
79,250,0,326.88,75.88,251
80,250,0,330.52,74.52,256
81,250,0,334.14,77.14,257
82,250,0,337.74,76.74,261
83,250,0,341.33,80.33,261
84,250,0,344.91,83.91,261
85,250,0,348.46,79.46,269
86,250,0,351.99,80.99,271
87,250,0,355.51,82.51,273
88,250,0,359.00,86.00,273
89,250,0,362.47,86.47,276
90,250,0,365.91,87.91,278
91,250,0,369.33,91.33,278
92,250,0,372.72,91.72,281
93,250,0,376.08,97.08,279
94,250,0,379.42,98.42,281
95,250,0,382.72,100.72,282
96,250,0,385.99,100.99,285
97,250,0,389.23,102.23,287
98,250,0,392.44,104.44,288
99,250,0,395.61,108.61,287
100,250,0,398.75,108.75,290
101,250,0,401.84,109.84,292
102,250,0,404.91,110.91,294
103,250,0,407.93,112.93,295
104,250,0,410.91,109.91,301
105,250,0,413.85,117.85,296
106,250,0,416.75,114.75,302
107,250,0,419.60,113.60,306
108,250,0,422.42,118.42,304
109,250,0,425.18,118.18,307
110,250,0,427.90,120.90,307
111,250,0,430.58,121.58,309
112,250,0,433.20,125.20,308
113,250,0,435.78,121.78,314
114,250,0,438.31,123.31,315
115,250,0,440.79,126.79,314
116,250,0,443.21,127.21,316
117,250,0,445.59,127.59,318
118,250,0,447.91,129.91,318
119,250,0,450.18,131.18,319
120,250,0,452.39,130.39,322
121,250,0,454.55,130.55,324
122,250,0,456.65,128.65,328
123,250,0,458.69,126.69,332
124,250,0,460.68,125.68,335
125,250,0,462.61,130.61,332
126,250,0,464.48,127.48,337
127,250,0,466.29,130.29,336
128,250,0,468.04,131.04,337
129,250,0,469.74,131.74,338
130,250,0,471.37,129.37,342
131,250,0,472.93,131.93,341
132,250,0,474.44,131.44,343
133,250,0,475.88,130.88,345
134,250,0,477.26,134.26,343
135,250,0,478.58,131.58,347
136,250,0,479.83,135.83,344
137,250,0,481.02,135.02,346
138,250,0,482.14,134.14,348
139,250,0,483.19,136.19,347
140,250,0,484.19,136.19,348
141,250,0,485.11,137.11,348
142,250,0,485.97,135.97,350
143,250,0,486.76,133.76,353
144,250,0,487.48,135.48,352
145,250,0,488.14,134.14,354
146,250,0,488.73,130.73,358
147,250,0,489.25,132.25,357
148,250,0,489.71,128.71,361
149,250,0,490.09,130.09,360
150,250,0,490.41,129.41,361
151,250,0,490.66,125.66,365
152,250,0,490.84,124.84,366
153,250,0,490.95,122.95,368
154,250,0,491.00,122.00,369
155,250,0,490.98,120.98,370
156,250,0,490.88,117.88,373
157,250,0,490.72,121.72,369
158,250,0,490.49,117.49,373
159,250,0,490.20,117.20,373
160,250,0,489.83,116.83,373
161,250,0,489.40,111.40,378
162,250,0,488.89,109.89,379
163,250,0,488.32,109.32,379
164,250,0,487.69,109.69,378
165,250,0,486.98,106.98,380
166,250,0,486.21,105.21,381
167,250,0,485.37,102.37,383
168,250,0,484.47,99.47,385
169,250,0,483.50,100.50,383
170,250,0,482.46,96.46,386
171,250,0,481.36,96.36,385
172,250,0,480.19,91.19,389
173,250,0,478.96,90.96,388
174,250,0,477.66,83.66,394
175,250,0,476.30,82.30,394
176,250,0,474.88,76.88,398
177,250,0,473.39,79.39,394
178,250,0,471.84,72.84,399
179,250,0,470.23,73.23,397
180,250,0,468.56,65.56,403
181,250,0,466.83,65.83,401
182,250,0,465.03,60.03,405
183,250,0,463.18,60.18,403
184,250,0,461.27,56.27,405
185,250,0,459.30,52.30,407
186,250,0,457.27,53.27,404
187,250,0,455.18,48.18,407
