1,0,250,406.25,-27.75,434
-----NEW TEST-------
frequency:    1.166700 Hz
start time    104114 ms
stop time     112685 ms
Sample Prd    2 ms
Number Cylces 10 
N_sample,fluidInVoltage,fluidOutVoltage,pressureCommanded,pressureError,pressure
2,30,0,432.07,3.07,429
3,41,0,434.13,4.13,430
4,61,0,436.17,6.17,430
5,71,0,438.17,7.17,431
6,0,8,440.14,-0.86,441
7,50,0,442.08,5.08,437
8,199,0,443.98,19.98,424
9,158,0,445.85,15.85,430
10,146,0,447.69,14.69,433
11,114,0,449.50,11.50,438
12,182,0,451.27,18.27,433
13,200,0,453.01,20.01,433
14,217,0,454.71,21.71,433
15,233,0,456.37,23.37,433
16,220,0,458.01,22.01,436
17,236,0,459.60,23.60,436
18,211,0,461.16,21.16,440
19,250,0,462.68,26.68,436
20,250,0,464.17,27.17,437
21,250,0,465.62,30.62,435
22,250,0,467.03,27.03,440
23,250,0,468.40,26.40,442
24,250,0,469.74,29.74,440
25,250,0,471.03,29.03,442
26,250,0,472.29,29.29,443
27,250,0,473.51,30.51,443
28,250,0,474.69,30.69,444
29,250,0,475.83,30.83,445
30,250,0,476.93,29.93,447
31,250,0,477.99,32.99,445
32,250,0,479.01,33.01,446
33,250,0,479.99,29.99,450
34,250,0,480.93,28.93,452
35,250,0,481.83,28.83,453
36,250,0,482.68,28.68,454
37,250,0,483.50,25.50,458
38,250,0,484.27,31.27,453
39,250,0,485.01,32.01,453
40,250,0,485.70,28.70,457
41,250,0,486.35,27.35,459
42,250,0,486.96,31.96,455
43,245,0,487.52,24.52,463
44,250,0,488.05,28.05,460
45,250,0,488.53,28.53,460
46,250,0,488.97,25.97,463
47,250,0,489.36,25.36,464
48,250,0,489.71,25.71,464
49,250,0,490.03,27.03,463
50,242,0,490.29,24.29,466
51,250,0,490.52,28.52,462
52,250,0,490.70,26.70,464
53,248,0,490.84,24.84,466
54,250,0,490.94,25.94,465
55,239,0,490.99,23.99,467
56,250,0,491.00,26.00,465
57,249,0,490.97,24.97,466
58,250,0,490.89,25.89,465
59,217,0,490.77,21.77,469
60,216,0,490.61,21.61,469
61,224,0,490.40,22.40,468
62,211,0,490.16,21.16,469
63,208,0,489.87,20.87,469
64,185,0,489.53,18.53,471
65,181,0,489.16,18.16,471
66,187,0,488.74,18.74,470
67,202,0,488.28,20.28,468
68,147,0,487.78,14.78,473
69,172,0,487.23,17.23,470
70,136,0,486.64,13.64,473
71,130,0,486.01,13.01,473
72,143,0,485.34,14.34,471
73,126,0,484.63,12.63,472
74,138,0,483.87,13.87,470
75,90,0,483.08,9.08,474
76,112,0,482.24,11.24,471
77,83,0,481.36,8.36,473
78,74,0,480.44,7.44,473
79,54,0,479.48,5.48,474
80,24,0,478.48,2.48,476
81,34,0,477.44,3.44,474
82,23,0,476.36,2.36,474
83,2,0,475.23,0.23,475
84,0,19,474.07,-1.93,476
85,0,11,472.87,-1.13,474
86,0,23,471.63,-2.37,474
87,0,16,470.36,-1.64,472
88,0,49,469.04,-4.96,474
89,0,43,467.68,-4.32,472
90,0,37,466.29,-3.71,470
91,0,71,464.86,-7.14,472
92,0,106,463.39,-10.61,474
93,0,131,461.89,-13.11,475
94,0,116,460.35,-11.65,472
95,0,132,458.77,-13.23,472
96,0,138,457.15,-13.85,471
97,0,194,455.50,-19.50,475
98,0,191,453.82,-19.18,473
99,0,209,452.10,-20.90,473
100,0,216,450.34,-21.66,472
101,0,250,448.55,-25.45,474
102,0,222,446.73,-22.27,469
103,0,241,444.87,-24.13,469
104,0,250,442.98,-25.02,468
105,0,250,441.06,-26.94,468
106,0,250,439.11,-29.89,469
107,0,250,437.12,-25.88,463
108,0,250,435.10,-30.90,466
109,0,250,433.05,-32.95,466
110,0,250,430.98,-33.02,464
111,0,250,428.87,-34.13,463
112,0,250,426.73,-30.27,457
113,0,250,424.56,-31.44,456
114,0,250,422.36,-37.64,460
115,0,250,420.14,-32.86,453
116,0,250,417.88,-35.12,453
117,0,250,415.60,-34.40,450
118,0,250,413.30,-38.70,452
119,0,250,410.96,-36.04,447
120,0,250,408.60,-36.40,445
121,0,250,406.22,-38.78,445
122,0,250,403.81,-38.19,442
123,0,250,401.38,-45.62,447
124,0,250,398.92,-43.08,442
125,0,250,396.44,-43.56,440
126,0,250,393.94,-45.06,439
127,0,250,391.41,-46.59,438
128,0,250,388.87,-50.13,439
129,0,250,386.30,-48.70,435
130,0,250,383.71,-53.29,437
131,0,250,381.10,-53.90,435
132,0,250,378.47,-53.53,432
133,0,250,375.83,-55.17,431
134,0,250,373.16,-58.84,432
135,0,250,370.48,-57.52,428
136,0,250,367.78,-56.22,424
137,0,250,365.07,-57.93,423
138,0,250,362.33,-63.67,426
139,0,250,359.59,-60.41,420
140,0,250,356.83,-70.17,427
141,0,250,354.05,-64.95,419
142,0,250,351.26,-67.74,419
143,0,250,348.46,-69.54,418
144,0,250,345.64,-72.36,418
145,0,250,342.82,-73.18,416
146,0,250,339.98,-76.02,416
147,0,250,337.13,-75.87,413
148,0,250,334.27,-78.73,413
149,0,250,331.41,-80.59,412
150,0,250,328.53,-82.47,411
151,0,250,325.65,-86.35,412
152,0,250,322.75,-87.25,410
153,0,250,319.86,-88.14,408
154,0,250,316.95,-89.05,406
155,0,250,314.04,-91.96,406
156,0,250,311.13,-94.87,406
157,0,250,308.21,-96.79,405
158,0,250,305.28,-99.72,405
159,0,250,302.36,-103.64,406
160,0,250,299.43,-103.57,403
161,0,250,296.50,-107.50,404
162,0,250,293.57,-106.43,400
163,0,250,290.63,-111.37,402
164,0,250,287.70,-115.30,403
165,0,250,284.77,-115.23,400
166,0,250,281.84,-117.16,399
167,0,250,278.91,-115.09,394
168,0,250,275.99,-120.01,396
169,0,250,273.06,-123.94,397
170,0,250,270.15,-124.85,395
171,0,250,267.23,-123.77,391
172,0,250,264.32,-125.68,390
173,0,250,261.42,-126.58,388
174,0,250,258.52,-128.48,387
175,0,250,255.63,-130.37,386
176,0,250,252.75,-132.25,385
177,0,250,249.88,-133.12,383
178,0,250,247.01,-134.99,382
179,0,250,244.16,-137.84,382
180,0,250,241.31,-142.69,384
181,0,250,238.48,-139.52,378
182,0,250,235.65,-141.35,377
183,0,250,232.84,-144.16,377
184,0,250,230.04,-146.96,377
185,0,250,227.25,-150.75,378
186,0,250,224.48,-149.52,374
187,0,250,221.72,-153.28,375
188,0,250,218.98,-155.02,374
189,0,250,216.25,-157.75,374
190,0,250,213.54,-157.46,371
191,0,250,210.85,-161.15,372
192,0,250,208.17,-161.83,370
193,0,250,205.51,-165.49,371
194,0,250,202.87,-165.13,368
195,0,250,200.24,-166.76,367
196,0,250,197.64,-172.36,370
197,0,250,195.06,-172.94,368
198,0,250,192.50,-170.50,363
199,0,250,189.95,-172.05,362
200,0,250,187.43,-174.57,362
201,0,250,184.94,-174.06,359
202,0,250,182.46,-179.54,362
203,0,250,180.01,-176.99,357
204,0,250,177.58,-176.42,354
205,0,250,175.18,-181.82,357
206,0,250,172.80,-180.20,353
207,0,250,170.45,-184.55,355
208,0,250,168.12,-183.88,352
209,0,250,165.82,-186.18,352
210,0,250,163.55,-186.45,350
211,0,250,161.30,-189.70,351
212,0,250,159.09,-189.91,349
213,0,250,156.90,-190.10,347
214,0,250,154.74,-192.26,347
215,0,250,152.60,-193.40,346
216,0,250,150.50,-198.50,349
217,0,250,148.43,-198.57,347
218,0,250,146.39,-200.61,347
219,0,250,144.38,-198.62,343
220,0,250,142.40,-200.60,343
221,0,250,140.45,-201.55,342
222,0,250,138.54,-205.46,344
223,0,250,136.66,-204.34,341
224,0,250,134.81,-207.19,342
225,0,250,133.00,-209.00,342
226,0,250,131.21,-210.79,342
227,0,250,129.47,-209.53,339
228,0,250,127.76,-212.24,340
229,0,250,126.08,-213.92,340
230,0,250,124.44,-215.56,340
231,0,250,122.83,-213.17,336
232,0,250,121.26,-215.74,337
233,0,250,119.73,-217.27,337
234,0,250,118.24,-215.76,334
235,0,250,116.78,-219.22,336
236,0,250,115.36,-220.64,336
237,0,250,113.97,-216.03,330
238,0,250,112.63,-217.37,330
239,0,250,111.32,-217.68,329
240,0,250,110.05,-219.95,330
241,0,250,108.82,-215.18,324
242,0,250,107.63,-216.37,324
243,0,250,106.48,-216.52,323
244,0,250,105.37,-218.63,324
245,0,250,104.30,-217.70,322
246,0,250,103.27,-216.73,320
247,0,250,102.28,-216.72,319
248,0,250,101.33,-216.67,318
249,0,250,100.42,-215.58,316
250,0,250,99.55,-219.45,319
251,0,250,98.72,-215.28,314
252,0,250,97.93,-218.07,316
253,0,250,97.19,-216.81,314
254,0,250,96.49,-215.51,312
255,0,250,95.83,-219.17,315
256,0,250,95.21,-217.79,313
257,0,250,94.63,-216.37,311
258,0,250,94.09,-215.91,310
259,0,250,93.60,-216.40,310
260,0,250,93.15,-215.85,309
261,0,250,92.74,-216.26,309
262,0,250,92.38,-211.62,304
263,0,250,92.06,-209.94,302
264,0,250,91.78,-214.22,306
265,0,250,91.54,-215.46,307
266,0,250,91.35,-213.65,305
267,0,250,91.20,-206.80,298
268,0,250,91.09,-208.91,300
