=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.10.10 15:10:54 =~=~=~=~=~=~=~=~=~=~=~=
1,94
2,92
3,92
4,93
5,92
6,91
7,93
8,93
9,93
10,92
2291,92
2292,92
2293,92
2294,93
2295,91
2296,93
2297,92
2298,93
2299,91
2300,91
2301,92
2302,93
2303,92
2304,91
2305,92
2306,92
2307,93
2308,93
2309,91
2310,92
2311,92
2312,91
2313,91
2314,92
2315,92
2316,92
2317,91
2318,92
2319,92
2320,93
2321,91
2322,91
2323,92
2324,92
2325,92
2326,91
2327,93
2328,93
2329,92
2330,93
2331,91
2332,91
2333,92
2334,93
2335,91
2336,92
2337,92
2338,92
2339,92
2340,93
2341,91
2342,93
2343,92
2344,93
2345,93
2346,92
2347,92
2348,92
2349,91
2350,93
2351,93
2352,92
2353,92
2354,92
2355,92
2356,91
2357,91
2358,92
2359,93
2360,91
2361,91
2362,92
2363,92
2364,91
2365,93
2366,92
2367,93
2368,93
2369,93
2370,92
2371,92
2372,93
2373,92
2374,92
2375,91
2376,92
2377,91
2378,92
2379,92
2380,91
2381,92
2382,91
2383,92
2384,92
2385,92
2386,92
2387,92
2388,93
2389,92
2390,91
2391,92
2392,92
2393,92
2394,93
2395,92
2396,92
2397,92
2398,91
2399,93
2400,93
2401,92
2402,92
2403,93
2404,93
2405,92
2406,92
2407,92
2408,93
2409,92
2410,93
2411,92
2412,91
2413,94
2414,92
2415,91
2416,93
2417,93
2418,92
2419,92
2420,92
2421,91
2422,93
2423,92
2424,92
2425,92
2426,92
2427,93
2428,92
2429,92
2430,91
2431,93
2432,92
2433,93
2434,92
2435,92
2436,93
2437,92
2438,92
2439,93
2440,92
2441,92
2442,91
2443,92
2444,91
2445,93
2446,92
2447,92
2448,92
2449,93
2450,93
2451,92
2452,91
2453,91
2454,92
2455,92
2456,92
2457,92
2458,91
2459,92
2460,92
2461,92
2462,93
2463,92
2464,92
2465,92
2466,92
2467,93
2468,92
2469,93
2470,92
2471,92
2472,93
2473,91
2474,90
2475,91
2476,91
2477,92
2478,91
2479,92
2480,91
2481,92
2482,92
2483,92
2484,92
2485,93
2486,93
2487,93
2488,92
2489,91
2490,93
2491,92
2492,92
2493,92
2494,91
2495,92
2496,91
2497,92
2498,93
2499,93
2500,90
2501,92
2502,91
2503,92
2504,92
2505,92
2506,92
2507,92
2508,93
2509,91
2510,92
2511,93
2512,91
2513,91
2514,92
2515,92
2516,92
2517,92
2518,92
2519,92
2520,92
2521,92
2522,92
2523,92
2524,93
2525,92
2526,92
2527,91
2528,93
2529,92
2530,92
2531,92
2532,91
2533,92
2534,92
2535,93
2536,92
2537,93
2538,93
2539,93
2540,92
2541,91
2542,91
2543,93
2544,92
2545,92
2546,92
2547,92
2548,91
2549,91
2550,93
2551,92
2552,92
2553,92
2554,92
2555,93
2556,93
2557,91
2558,92
2559,93
2560,93
2561,91
2562,91
2563,91
2564,91
2565,92
2566,92
2567,94
2568,91
2569,92
2570,92
2571,92
2572,91
2573,93
2574,93
2575,91
2576,92
2577,92
2578,93
2579,92
2580,92
2581,92
2582,92
2583,92
2584,92
2585,92
2586,92
2587,93
2588,92
2589,92
2590,93
2591,91
2592,94
2593,92
2594,91
2595,92
2596,92
2597,92
2598,92
2599,92
2600,93
2601,92
2602,92
2603,92
2604,93
2605,93
2606,92
2607,91
2608,91
2609,92
2610,92
2611,93
2612,91
2613,93
2614,93
2615,91
2616,91
2617,92
2618,93
2619,93
2620,91
2621,92
2622,92
2623,93
2624,92
2625,92
2626,92
2627,93
2628,93
2629,93
2630,92
2631,92
2632,92
2633,91
2634,92
2635,93
2636,93
2637,92
2638,91
2639,92
2640,91
2641,92
2642,92
2643,92
2644,92
2645,91
2646,92
2647,92
2648,92
2649,91
2650,92
2651,91
2652,91
2653,91
2654,92
2655,93
2656,92
2657,92
2658,93
2659,93
2660,91
2661,93
2662,91
2663,93
2664,92
2665,93
2666,92
2667,93
2668,93
2669,91
2670,90
2671,93
2672,91
2673,93
2674,91
2675,92
2676,92
2677,93
2678,92
2679,92
2680,92
2681,93
2682,93
2683,92
2684,92
2685,93
2686,93
2687,92
2688,91
2689,93
2690,91
2691,93
2692,92
2693,92
2694,91
2695,91
2696,92
2697,92
2698,92
2699,93
2700,92
2701,92
2702,92
2703,92
2704,91
2705,91
2706,93
2707,93
2708,91
2709,92
2710,92
2711,93
2712,91
2713,92
2714,92
2715,92
2716,92
2717,92
2718,93
2719,93
2720,91
2721,91
2722,93
2723,92
2724,92
2725,91
2726,92
2727,91
2728,92
2729,91
2730,93
2731,92
2732,93
2733,91
2734,93
2735,90
2736,92
2737,92
2738,92
2739,92
2740,91
2741,92
2742,92
2743,92
2744,92
2745,93
2746,91
2747,91
2748,92
2749,92
2750,92
2751,92
2752,93
2753,92
2754,92
2755,93
2756,90
2757,92
2758,92
2759,93
2760,93
2761,92
2762,91
2763,93
2764,92
2765,93
2766,92
2767,92
2768,92
2769,93
2770,92
2771,92
2772,91
2773,93
2774,93
2775,92
2776,92
2777,92
2778,91
2779,93
2780,90
2781,92
2782,92
2783,93
2784,92
2785,91
2786,92
2787,91
2788,92
2789,92
2790,91
2791,92
2792,93
2793,92
2794,92
2795,92
2796,92
2797,92
2798,92
2799,92
2800,93
2801,93
2802,92
2803,93
2804,92
2805,92
2806,92
2807,92
2808,92
2809,92
2810,91
2811,92
2812,93
2813,93
2814,91
2815,92
2816,92
2817,91
2818,92
2819,91
2820,92
2821,92
2822,92
2823,91
2824,91
2825,91
2826,92
2827,92
2828,93
2829,92
2830,91
2831,93
2832,91
2833,91
2834,92
2835,91
2836,91
2837,91
2838,91
2839,92
2840,93
2841,91
2842,92
2843,92
2844,93
2845,93
2846,92
2847,93
2848,92
2849,92
2850,91
2851,92
2852,91
2853,92
2854,91
2855,93
2856,91
2857,92
2858,91
2859,92
2860,92
2861,91
2862,91
2863,93
2864,92
2865,91
2866,92
2867,92
2868,93
2869,92
2870,92
2871,92
2872,92
2873,91
2874,92
2875,92
2876,92
2877,92
2878,92
2879,92
2880,91
2881,91
2882,93
2883,92
2884,92
2885,91
2886,92
2887,91
2888,92
2889,92
2890,92
2891,93
2892,92
2893,92
2894,92
2895,91
2896,92
2897,92
2898,93
