-----NEW TEST-------
frequency:    2.083300 Hz
start time    128303 ms
stop time     133103 ms
Sample Prd    2 ms
Number Cylces 10 
N_sample,fluidInVoltage,fluidOutVoltage,pressureCommanded,pressureError,pressure
1,0,250,112.92,-234.08,347
2,0,250,110.60,-236.40,347
3,0,250,108.40,-237.60,346
4,0,250,106.32,-240.68,347
5,0,250,104.38,-239.62,344
6,0,250,102.56,-242.44,345
7,0,250,100.87,-242.13,343
8,0,250,99.31,-244.69,344
9,0,250,97.88,-245.12,343
10,0,250,96.59,-246.41,343
11,0,250,95.43,-246.57,342
12,0,250,94.40,-245.60,340
13,0,250,93.50,-245.50,339
14,0,250,92.75,-247.25,340
15,0,250,92.12,-244.88,337
16,0,250,91.64,-248.36,340
17,0,250,91.29,-244.71,336
18,0,250,91.08,-245.92,337
19,0,250,91.00,-243.00,334
20,0,250,91.06,-240.94,332
21,0,250,91.26,-236.74,328
22,0,250,91.60,-243.40,335
23,0,250,92.07,-237.93,330
24,0,250,92.68,-232.32,325
25,0,250,93.42,-232.58,326
26,0,250,94.30,-233.70,328
27,0,250,95.32,-228.68,324
28,0,250,96.47,-228.53,325
29,0,250,97.75,-226.25,324
30,0,250,99.16,-222.84,322
31,0,250,100.71,-216.29,317
32,0,250,102.38,-219.62,322
33,0,250,104.19,-214.81,319
34,0,250,106.12,-210.88,317
35,0,250,108.18,-207.82,316
36,0,250,110.37,-203.63,314
37,0,250,112.68,-201.32,314
38,0,250,115.11,-198.89,314
39,0,250,117.66,-196.34,314
40,0,250,120.34,-191.66,312
41,0,250,123.12,-190.88,314
42,0,250,126.03,-185.97,312
43,0,250,129.04,-181.96,311
44,0,250,132.17,-178.83,311
45,0,250,135.41,-173.59,309
46,0,250,138.75,-170.25,309
47,0,250,142.20,-165.80,308
48,0,250,145.75,-160.25,306
49,0,250,149.39,-156.61,306
50,0,250,153.14,-152.86,306
51,0,250,156.98,-149.02,306
52,0,250,160.91,-144.09,305
53,0,250,164.93,-138.07,303
54,0,250,169.04,-130.96,300
55,0,250,173.23,-124.77,298
56,0,250,177.50,-119.50,297
57,0,250,181.85,-116.15,298
58,0,250,186.28,-109.72,296
59,0,250,190.77,-106.23,297
60,0,250,195.34,-96.66,292
61,0,250,199.97,-94.03,294
62,0,250,204.66,-84.34,289
63,0,250,209.41,-79.59,289
64,0,250,214.22,-74.78,289
