-----NEW TEST-------
frequency:    3.000000 Hz
start time    144172 ms
stop time     147505 ms
Sample Prd    2 ms
Number Cylces 10 
N_sample,fluidInVoltage,fluidOutVoltage,pressureCommanded,pressureError,pressure
390,38,0,289.87,3.87,286
391,114,0,297.41,11.41,286
392,199,0,304.94,19.94,285
393,244,0,312.45,24.45,288
394,250,0,319.93,34.93,285
395,250,0,327.37,41.37,286
396,250,0,334.76,51.76,283
397,250,0,342.08,53.08,289
398,250,0,349.33,59.33,290
399,250,0,356.50,67.50,289
400,250,0,363.58,72.58,291
401,250,0,370.55,77.55,293
402,250,0,377.41,77.41,300
403,250,0,384.15,90.15,294
404,250,0,390.76,85.76,305
405,250,0,397.22,93.22,304
406,250,0,403.53,97.53,306
407,250,0,409.68,101.68,308
408,250,0,415.67,108.67,307
409,250,0,421.47,109.47,312
410,250,0,427.09,115.09,312
411,250,0,432.52,119.52,313
412,250,0,437.75,121.75,316
413,250,0,442.77,126.77,316
414,250,0,447.57,128.57,319
415,250,0,452.15,130.15,322
416,250,0,456.50,136.50,320
417,250,0,460.61,140.61,320
418,250,0,464.49,141.49,323
419,250,0,468.11,144.11,324
420,250,0,471.49,137.49,334
421,250,0,474.61,141.61,333
422,250,0,477.47,142.47,335
423,250,0,480.06,146.06,334
424,250,0,482.39,146.39,336
425,250,0,484.44,149.44,335
426,250,0,486.22,148.22,338
427,250,0,487.72,149.72,338
428,250,0,488.94,150.94,338
429,250,0,489.88,148.88,341
430,250,0,490.53,145.53,345
431,250,0,490.91,147.91,343
432,250,0,490.99,144.99,346
433,250,0,490.80,145.80,345
434,250,0,490.32,145.32,345
435,250,0,489.56,142.56,347
436,250,0,488.51,139.51,349
437,250,0,487.19,138.19,349
438,250,0,485.58,133.58,352
439,250,0,483.70,133.70,350
440,250,0,481.55,128.55,353
441,250,0,479.12,126.12,353
442,250,0,476.43,117.43,359
443,250,0,473.47,112.47,361
444,250,0,470.25,109.25,361
445,250,0,466.78,106.78,360
446,250,0,463.06,103.06,360
447,250,0,459.10,98.10,361
448,250,0,454.89,87.89,367
449,250,0,450.46,82.46,368
450,250,0,445.79,78.79,367
451,250,0,440.91,70.91,370
452,250,0,435.81,64.81,371
453,250,0,430.51,58.51,372
454,250,0,425.01,51.01,374
455,250,0,419.32,43.32,376
456,250,0,413.44,38.44,375
457,250,0,407.39,30.39,377
458,211,0,401.18,21.18,380
459,148,0,394.81,14.81,380
460,92,0,388.29,9.29,379
461,6,0,381.64,0.64,381
462,0,81,374.85,-8.15,383
463,0,160,367.95,-16.05,384
464,0,210,360.94,-21.06,382
465,0,250,353.82,-28.18,382
466,0,250,346.62,-35.38,382
467,0,250,339.34,-43.66,383
468,0,250,331.99,-52.01,384
469,0,250,324.58,-58.42,383
470,0,250,317.13,-60.87,378
471,0,250,309.64,-67.36,377
472,0,250,302.12,-72.88,375
473,0,250,294.58,-81.42,376
474,0,250,287.04,-84.96,372
475,0,250,279.51,-91.49,371
476,0,250,271.99,-100.01,372
477,0,250,264.50,-107.50,372
478,0,250,257.04,-114.96,372
479,0,250,249.64,-121.36,371
480,0,250,242.29,-119.71,362
481,0,250,235.02,-129.98,365
482,0,250,227.82,-137.18,365
483,0,250,220.71,-138.29,359
484,0,250,213.70,-145.30,359
485,0,250,206.80,-151.20,358
486,0,250,200.03,-155.97,356
487,0,250,193.38,-165.62,359
488,0,250,186.87,-166.13,353
489,0,250,180.50,-173.50,354
490,0,250,174.30,-176.70,351
491,0,250,168.26,-181.74,350
492,0,250,162.39,-188.61,351
493,0,250,156.71,-194.29,351
494,0,250,151.22,-196.78,348
495,0,250,145.93,-203.07,349
496,0,250,140.84,-206.16,347
497,0,250,135.97,-209.03,345
498,0,250,131.32,-213.68,345
499,0,250,126.89,-220.11,347
500,0,250,122.70,-219.30,342
501,0,250,118.75,-223.25,342
502,0,250,115.04,-226.96,342
503,0,250,111.58,-229.42,341
504,0,250,108.38,-231.62,340
505,0,250,105.43,-234.57,340
506,0,250,102.75,-239.25,342
507,0,250,100.34,-238.66,339
508,0,250,98.20,-236.80,335
509,0,250,96.33,-236.67,333
510,0,250,94.74,-240.26,335
511,0,250,93.43,-242.57,336
512,0,250,92.40,-236.60,329
513,0,250,91.65,-237.35,329
514,0,250,91.18,-237.82,329
515,0,250,91.00,-234.00,325
516,0,250,91.11,-233.89,325
517,0,250,91.49,-233.51,325
518,0,250,92.16,-229.84,322
519,0,250,93.12,-228.88,322
520,0,250,94.35,-226.65,321
521,0,250,95.87,-224.13,320
522,0,250,97.66,-221.34,319
523,0,250,99.72,-219.28,319
524,0,250,102.06,-214.94,317
525,0,250,104.67,-212.33,317
526,0,250,107.54,-206.46,314
527,0,250,110.67,-201.33,312
528,0,250,114.06,-198.94,313
529,0,250,117.70,-198.30,316
530,0,250,121.59,-191.41,313
531,0,250,125.71,-186.29,312
532,0,250,130.08,-181.92,312
533,0,250,134.67,-174.33,309
534,0,250,139.48,-172.52,312
535,0,250,144.51,-162.49,307
536,0,250,149.75,-154.25,304
537,0,250,155.18,-149.82,305
538,0,250,160.81,-144.19,305
