1,0,250,94.54,-195.46,290
-----NEW TEST-------
frequency:    2.388900 Hz
start time    134159 ms
stop time     138345 ms
Sample Prd    2 ms
Number Cylces 10 
N_sample,fluidInVoltage,fluidOutVoltage,pressureCommanded,pressureError,pressure
2,0,250,95.75,-192.25,288
3,0,250,97.14,-191.86,289
4,0,250,98.70,-188.30,287
5,0,250,100.44,-186.56,287
6,0,250,102.35,-184.65,287
7,0,250,104.43,-180.57,285
8,0,250,106.67,-179.33,286
9,0,250,109.08,-176.92,286
10,0,250,111.66,-171.34,283
11,0,250,114.40,-171.60,286
12,0,250,117.30,-162.70,280
13,0,250,120.35,-159.65,280
14,0,250,123.56,-160.44,284
15,0,250,126.92,-152.08,279
16,0,250,130.42,-150.58,281
17,0,250,134.07,-145.93,280
18,0,250,137.87,-143.13,281
19,0,250,141.80,-138.20,280
20,0,250,145.86,-131.14,277
21,0,250,150.06,-125.94,276
22,0,250,154.38,-121.62,276
23,0,250,158.83,-118.17,277
24,0,250,163.39,-111.61,275
25,0,250,168.07,-106.93,275
26,0,250,172.86,-99.14,272
27,0,250,177.76,-99.24,277
28,0,250,182.76,-93.24,276
29,0,250,187.85,-84.15,272
30,0,250,193.04,-79.96,273
31,0,250,198.32,-71.68,270
32,0,250,203.68,-67.32,271
33,0,250,209.12,-57.88,267
34,0,250,214.64,-48.36,263
35,0,250,220.22,-49.78,270
36,0,250,225.87,-37.13,263
37,0,250,231.57,-29.43,261
38,0,206,237.33,-20.67,258
39,0,128,243.14,-12.86,256
40,0,120,248.99,-12.01,261
41,0,21,254.88,-2.12,257
42,17,0,260.80,1.80,259
43,87,0,266.74,8.74,258
44,127,0,272.71,12.71,260
45,166,0,278.70,16.70,262
46,246,0,284.70,24.70,260
47,250,0,290.70,31.70,259
48,250,0,296.70,36.70,260
49,250,0,302.70,42.70,260
50,250,0,308.69,42.69,266
51,250,0,314.66,41.66,273
52,250,0,320.61,58.61,262
53,250,0,326.53,56.53,270
54,250,0,332.43,58.43,274
55,250,0,338.28,64.28,274
56,250,0,344.09,68.09,276
57,250,0,349.86,70.86,279
58,250,0,355.57,77.57,278
59,250,0,361.22,82.22,279
60,250,0,366.81,88.81,278
61,250,0,372.33,90.33,282
62,250,0,377.78,97.78,280
63,250,0,383.15,102.15,281
64,250,0,388.43,104.43,284
65,250,0,393.63,108.63,285
66,250,0,398.74,110.74,288
67,250,0,403.75,115.75,288
68,250,0,408.65,118.65,290
69,250,0,413.46,121.46,292
70,250,0,418.15,126.15,292
71,250,0,422.72,128.72,294
72,250,0,427.18,130.18,297
73,250,0,431.52,134.52,297
74,250,0,435.72,132.72,303
75,250,0,439.80,137.80,302
76,250,0,443.75,141.75,302
77,250,0,447.55,140.55,307
78,250,0,451.22,143.22,308
79,250,0,454.74,142.74,312
80,250,0,458.11,147.11,311
81,250,0,461.34,150.34,311
82,250,0,464.40,152.40,312
83,250,0,467.32,153.32,314
84,250,0,470.07,154.07,316
85,250,0,472.66,154.66,318
86,250,0,475.09,159.09,316
87,250,0,477.36,159.36,318
88,250,0,479.45,161.45,318
89,250,0,481.38,159.38,322
90,250,0,483.13,161.13,322
91,250,0,484.71,154.71,330
92,250,0,486.12,160.12,326
93,250,0,487.35,156.35,331
94,250,0,488.40,161.40,327
95,250,0,489.28,154.28,335
96,250,0,489.97,154.97,335
97,250,0,490.49,154.49,336
98,250,0,490.83,154.83,336
99,250,0,490.99,153.99,337
100,250,0,490.96,152.96,338
101,250,0,490.76,151.76,339
102,250,0,490.38,148.38,342
103,250,0,489.82,147.82,342
104,250,0,489.08,149.08,340
105,250,0,488.16,144.16,344
106,250,0,487.06,141.06,346
107,250,0,485.78,141.78,344
108,250,0,484.33,137.33,347
109,250,0,482.71,135.71,347
110,250,0,480.91,133.91,347
111,250,0,478.94,131.94,347
112,250,0,476.81,128.81,348
113,250,0,474.50,123.50,351
114,250,0,472.03,119.03,353
115,250,0,469.40,116.40,353
116,250,0,466.60,114.60,352
117,250,0,463.65,109.65,354
118,250,0,460.54,104.54,356
119,250,0,457.28,103.28,354
120,250,0,453.87,98.87,355
121,250,0,450.32,91.32,359
122,250,0,446.61,80.61,366
123,250,0,442.77,83.77,359
124,250,0,438.80,72.80,366
125,250,0,434.68,70.68,364
126,250,0,430.44,65.44,365
127,250,0,426.08,56.08,370
128,250,0,421.59,51.59,370
129,250,0,416.98,44.98,372
130,250,0,412.27,40.27,372
131,250,0,407.44,35.44,372
132,250,0,402.50,28.50,374
133,250,0,397.47,26.47,371
134,193,0,392.34,19.34,373
135,141,0,387.12,14.12,373
136,38,0,381.81,3.81,378
137,0,15,376.42,-1.58,378
138,0,80,370.96,-8.04,379
139,0,135,365.42,-13.58,379
140,0,171,359.81,-17.19,377
141,0,238,354.14,-23.86,378
142,0,250,348.42,-30.58,379
143,0,250,342.64,-35.36,378
144,0,250,336.82,-44.18,381
145,0,250,330.96,-47.04,378
146,0,250,325.06,-49.94,375
147,0,250,319.13,-52.87,372
148,0,250,313.17,-57.83,371
149,0,250,307.19,-66.81,374
150,0,250,301.20,-68.80,370
151,0,250,295.20,-72.80,368
152,0,250,289.20,-78.80,368
153,0,250,283.20,-82.80,366
154,0,250,277.20,-89.80,367
155,0,250,271.22,-89.78,361
156,0,250,265.25,-94.75,360
157,0,250,259.31,-99.69,359
158,0,250,253.40,-107.60,361
159,0,250,247.52,-110.48,358
160,0,250,241.68,-118.32,360
161,0,250,235.89,-118.11,354
162,0,250,230.14,-125.86,356
163,0,250,224.45,-128.55,353
164,0,250,218.82,-132.18,351
165,0,250,213.25,-135.75,349
166,0,250,207.76,-140.24,348
167,0,250,202.33,-146.67,349
168,0,250,196.99,-153.01,350
169,0,250,191.74,-154.26,346
170,0,250,186.57,-159.43,346
171,0,250,181.50,-162.50,344
172,0,250,176.52,-167.48,344
173,0,250,171.65,-170.35,342
174,0,250,166.89,-175.11,342
175,0,250,162.24,-178.76,341
176,0,250,157.70,-184.30,342
177,0,250,153.29,-189.71,343
178,0,250,149.00,-191.00,340
179,0,250,144.83,-196.17,341
180,0,250,140.80,-197.20,338
181,0,250,136.90,-202.10,339
182,0,250,133.15,-204.85,338
183,0,250,129.53,-208.47,338
184,0,250,126.06,-211.94,338
185,0,250,122.74,-211.26,334
186,0,250,119.57,-215.43,335
187,0,250,116.56,-213.44,330
188,0,250,113.70,-220.30,334
189,0,250,111.00,-221.00,332
190,0,250,108.47,-220.53,329
191,0,250,106.10,-217.90,324
192,0,250,103.89,-220.11,324
193,0,250,101.85,-220.15,322
194,0,250,99.99,-222.01,322
195,0,250,98.30,-225.70,324
196,0,250,96.78,-224.22,321
197,0,250,95.43,-222.57,318
198,0,250,94.26,-225.74,320
199,0,250,93.27,-225.73,319
200,0,250,92.46,-223.54,316
201,0,250,91.82,-226.18,318
202,0,250,91.37,-222.63,314
203,0,250,91.09,-221.91,313
204,0,250,91.00,-226.00,317
205,0,250,91.09,-223.91,315
206,0,250,91.35,-219.65,311
207,0,250,91.80,-221.20,313
208,0,250,92.42,-219.58,312
209,0,250,93.23,-218.77,312
210,0,250,94.21,-214.79,309
211,0,250,95.37,-215.63,311
212,0,250,96.70,-211.30,308
213,0,250,98.22,-211.78,310
214,0,250,99.90,-208.10,308
215,0,250,101.76,-202.24,304
216,0,250,103.78,-199.22,303
217,0,250,105.98,-199.02,305
218,0,250,108.34,-195.66,304
219,0,250,110.87,-190.13,301
220,0,250,113.56,-189.44,303
221,0,250,116.41,-185.59,302
222,0,250,119.42,-183.58,303
223,0,250,122.58,-172.42,295
224,0,250,125.89,-169.11,295
225,0,250,129.36,-166.64,296
226,0,250,132.96,-165.04,298
227,0,250,136.71,-157.29,294
228,0,250,140.60,-150.40,291
229,0,250,144.63,-147.37,292
230,0,250,148.78,-141.22,290
231,0,250,153.07,-137.93,291
232,0,250,157.48,-130.52,288
233,0,250,162.01,-126.99,289
234,0,250,166.65,-121.35,288
235,0,250,171.41,-115.59,287
236,0,250,176.28,-112.72,289
237,0,250,181.25,-104.75,286
238,0,250,186.31,-99.69,286
239,0,250,191.48,-95.52,287
240,0,250,196.73,-89.27,286
241,0,250,202.07,-80.93,283
242,0,250,207.48,-74.52,282
243,0,250,212.98,-70.02,283
244,0,250,218.54,-61.46,280
245,0,250,224.17,-56.83,281
246,0,250,229.85,-50.15,280
247,0,250,235.60,-46.40,282
248,0,250,241.39,-36.61,278
249,0,250,247.23,-32.77,280
250,0,250,253.11,-27.89,281
251,0,189,259.02,-18.98,278
252,0,100,264.96,-10.04,275
253,0,40,270.92,-4.08,275
254,19,0,276.90,1.90,275
255,48,0,282.90,4.90,278
256,118,0,288.90,11.90,277
257,159,0,294.90,15.90,279
258,229,0,300.90,22.90,278
259,250,0,306.89,26.89,280
260,250,0,312.87,35.87,277
261,250,0,318.83,44.83,274
262,250,0,324.76,42.76,282
263,250,0,330.66,47.66,283
264,250,0,336.53,56.53,280
265,250,0,342.35,62.35,280
266,250,0,348.13,64.13,284
267,250,0,353.86,66.86,287
268,250,0,359.53,73.53,286
269,250,0,365.14,78.14,287
270,250,0,370.68,83.68,287
271,250,0,376.15,83.15,293
272,250,0,381.54,86.54,295
273,250,0,386.86,93.86,293
274,250,0,392.08,97.08,295
275,250,0,397.22,100.22,297
276,250,0,402.25,98.25,304
277,250,0,407.19,101.19,306
278,250,0,412.03,109.03,303
279,250,0,416.75,110.75,306
280,250,0,421.36,112.36,309
281,250,0,425.86,115.86,310
282,250,0,430.23,119.23,311
283,250,0,434.48,121.48,313
284,250,0,438.59,123.59,315
285,250,0,442.58,127.58,315
286,250,0,446.43,130.43,316
287,250,0,450.13,132.13,318
288,250,0,453.70,135.70,318
289,250,0,457.12,137.12,320
290,250,0,460.38,137.38,323
291,250,0,463.50,142.50,321
292,250,0,466.46,142.46,324
293,250,0,469.26,138.26,331
294,250,0,471.90,142.90,329
295,250,0,474.38,145.38,329
296,250,0,476.70,141.70,335
297,250,0,478.84,140.84,338
298,250,0,480.82,144.82,336
299,250,0,482.62,144.62,338
300,250,0,484.26,144.26,340
301,250,0,485.71,146.71,339
302,250,0,487.00,146.00,341
303,250,0,488.10,146.10,342
304,250,0,489.03,149.03,340
305,250,0,489.78,145.78,344
306,250,0,490.36,146.36,344
307,250,0,490.75,145.75,345
308,250,0,490.96,146.96,344
309,250,0,490.99,144.99,346
