-----NEW TEST-------
frequency:    1.777800 Hz
start time    121615 ms
stop time     127239 ms
Sample Prd    2 ms
Number Cylces 10 
N_sample,fluidInVoltage,fluidOutVoltage,pressureCommanded,pressureError,pressure
1,0,250,96.96,-244.04,341
2,0,250,95.92,-245.08,341
3,0,250,94.99,-249.01,344
4,0,250,94.15,-245.85,340
5,0,250,93.41,-248.59,342
6,0,250,92.76,-247.24,340
7,0,250,92.22,-244.78,337
8,0,250,91.78,-246.22,338
9,0,250,91.43,-246.57,338
10,0,250,91.19,-245.81,337
11,0,250,91.05,-244.95,336
12,0,250,91.00,-245.00,336
13,0,250,91.06,-243.94,335
14,0,250,91.21,-238.79,330
15,0,250,91.46,-240.54,332
16,0,250,91.82,-242.18,334
17,0,250,92.27,-234.73,327
18,0,250,92.82,-237.18,330
19,0,250,93.48,-233.52,327
20,0,250,94.23,-227.77,322
21,0,250,95.08,-224.92,320
22,0,250,96.02,-227.98,324
23,0,250,97.07,-221.93,319
24,0,250,98.21,-221.79,320
25,0,250,99.44,-218.56,318
26,0,250,100.77,-216.23,317
27,0,250,102.20,-217.80,320
28,0,250,103.72,-211.28,315
29,0,250,105.34,-211.66,317
30,0,250,107.05,-206.95,314
31,0,250,108.85,-204.15,313
32,0,250,110.74,-202.26,313
33,0,250,112.72,-198.28,311
34,0,250,114.79,-197.21,312
35,0,250,116.94,-193.06,310
36,0,250,119.19,-190.81,310
37,0,250,121.52,-186.48,308
38,0,250,123.93,-185.07,309
39,0,250,126.43,-182.57,309
40,0,250,129.01,-179.99,309
41,0,250,131.67,-175.33,307
42,0,250,134.42,-171.58,306
43,0,250,137.23,-162.77,300
44,0,250,140.13,-163.87,304
45,0,250,143.10,-159.90,303
46,0,250,146.15,-152.85,299
47,0,250,149.26,-152.74,302
48,0,250,152.45,-143.55,296
49,0,250,155.71,-139.29,295
50,0,250,159.03,-139.97,299
51,0,250,162.42,-133.58,296
52,0,250,165.88,-128.12,294
53,0,250,169.40,-122.60,292
54,0,250,172.97,-118.03,291
55,0,250,176.61,-114.39,291
56,0,250,180.30,-109.70,290
57,0,250,184.05,-106.95,291
58,0,250,187.86,-100.14,288
59,0,250,191.71,-97.29,289
60,0,250,195.61,-90.39,286
61,0,250,199.57,-88.43,288
62,0,250,203.56,-83.44,287
63,0,250,207.60,-76.40,284
64,0,250,211.69,-71.31,283
65,0,250,215.81,-70.19,286
66,0,250,219.97,-65.03,285
67,0,250,224.16,-59.84,284
68,0,250,228.39,-54.61,283
69,0,250,232.65,-49.35,282
70,0,250,236.94,-43.06,280
71,0,250,241.25,-40.75,282
72,0,250,245.59,-36.41,282
73,0,250,249.96,-31.04,281
74,0,250,254.34,-25.66,280
75,0,192,258.74,-19.26,278
76,0,128,263.16,-12.84,276
77,0,104,267.59,-10.41,278
78,0,59,272.04,-5.96,278
79,0,25,276.49,-2.51,279
80,29,0,280.95,2.95,278
81,84,0,285.41,8.41,277
82,108,0,289.88,10.88,279
83,173,0,294.35,17.35,277
84,198,0,298.82,19.82,279
85,250,0,303.28,26.28,277
86,250,0,307.74,30.74,277
87,250,0,312.19,34.19,278
88,250,0,316.63,34.63,282
89,250,0,321.05,43.05,278
90,250,0,325.46,45.46,280
91,250,0,329.85,48.85,281
92,250,0,334.23,49.23,285
93,250,0,338.58,52.58,286
94,250,0,342.91,55.91,287
95,250,0,347.21,60.21,287
96,250,0,351.48,62.48,289
97,250,0,355.73,63.73,292
98,250,0,359.94,65.94,294
99,250,0,364.12,68.12,296
100,250,0,368.26,71.26,297
101,250,0,372.36,72.36,300
102,250,0,376.42,73.42,303
103,250,0,380.44,73.44,307
104,250,0,384.42,78.42,306
105,250,0,388.34,80.34,308
106,250,0,392.22,80.22,312
107,250,0,396.05,86.05,310
108,250,0,399.83,87.83,312
109,250,0,403.55,93.55,310
110,250,0,407.22,91.22,316
111,250,0,410.82,95.82,315
112,250,0,414.37,98.37,316
113,250,0,417.86,98.86,319
114,250,0,421.28,103.28,318
115,250,0,424.64,105.64,319
116,250,0,427.93,107.93,320
117,250,0,431.15,106.15,325
118,250,0,434.30,108.30,326
119,250,0,437.39,113.39,324
120,250,0,440.39,108.39,332
121,250,0,443.33,109.33,334
122,250,0,446.19,111.19,335
123,250,0,448.97,112.97,336
124,250,0,451.67,114.67,337
125,250,0,454.29,115.29,339
